run	V(vout+)-V(vout-)
3.070000000000000e+002	2.917213e-001
3.080000000000000e+002	-2.110026e-001
3.090000000000000e+002	-2.113485e-002
3.100000000000000e+002	-1.751764e-001
3.110000000000000e+002	-4.408526e-002
3.120000000000000e+002	-5.035388e-001
3.130000000000000e+002	-1.254263e-001
3.140000000000000e+002	-3.343523e-001
3.150000000000000e+002	7.202959e-002
3.160000000000000e+002	9.082961e-002
3.170000000000000e+002	-6.773543e-002
3.180000000000000e+002	-3.459744e-001
3.190000000000000e+002	1.827204e-001
3.200000000000000e+002	4.045196e-001
3.210000000000000e+002	-1.740494e-001
3.220000000000000e+002	2.153182e-002
3.230000000000000e+002	2.179153e-001
3.240000000000000e+002	-1.831281e-001
3.250000000000000e+002	-2.639685e-001
3.260000000000000e+002	-8.680820e-003
3.270000000000000e+002	4.943800e-002
3.280000000000000e+002	1.357646e-001
3.290000000000000e+002	-3.758292e-001
3.300000000000000e+002	8.997703e-002
3.310000000000000e+002	-1.099296e-001
3.320000000000000e+002	7.550859e-002
3.330000000000000e+002	-7.615638e-002
3.340000000000000e+002	-1.512406e-001
3.350000000000000e+002	-1.937847e-001
3.360000000000000e+002	7.442093e-002
3.370000000000000e+002	4.926271e-001
3.380000000000000e+002	-3.910668e-001
3.390000000000000e+002	-8.443165e-002
3.400000000000000e+002	-1.398420e-001
3.410000000000000e+002	2.357857e-001
3.420000000000000e+002	-3.741856e-001
3.430000000000000e+002	-3.191378e-001
3.440000000000000e+002	2.431483e-001
3.450000000000000e+002	9.870529e-002
3.460000000000000e+002	-3.364255e-001
3.470000000000000e+002	-9.677172e-002
3.480000000000000e+002	-9.609938e-002
3.490000000000000e+002	2.465870e-001
3.500000000000000e+002	-2.432909e-001
3.510000000000000e+002	-8.083248e-002
3.520000000000000e+002	-1.479743e-001
3.530000000000000e+002	1.279724e-001
3.540000000000000e+002	-4.130626e-002
3.550000000000000e+002	-1.712334e-001
3.560000000000000e+002	1.301765e-003
3.570000000000000e+002	9.530520e-002
3.580000000000000e+002	1.631906e-001
3.590000000000000e+002	-1.800163e-001
3.600000000000000e+002	-1.517503e-001
3.610000000000000e+002	-1.497245e-002
3.620000000000000e+002	-2.466564e-001
3.630000000000000e+002	1.873548e-001
3.640000000000000e+002	5.253768e-002
3.650000000000000e+002	-5.358458e-002
3.660000000000000e+002	-5.790982e-001
3.670000000000000e+002	7.525516e-002
3.680000000000000e+002	-1.445324e-001
3.690000000000000e+002	3.414130e-002
3.700000000000000e+002	-2.715533e-001
3.710000000000000e+002	-4.035218e-001
3.720000000000000e+002	2.617321e-001
3.730000000000000e+002	-1.303761e-001
3.740000000000000e+002	2.227778e-001
3.750000000000000e+002	4.198825e-001
3.760000000000000e+002	-7.761979e-002
3.770000000000000e+002	2.099121e-001
3.780000000000000e+002	-4.570949e-001
3.790000000000000e+002	3.035519e-001
3.800000000000000e+002	-3.901477e-001
3.810000000000000e+002	-4.110980e-002
3.820000000000000e+002	-1.907721e-001
3.830000000000000e+002	-2.233093e-001
3.840000000000000e+002	-3.185086e-001
3.850000000000000e+002	-6.069446e-001
3.860000000000000e+002	-1.310976e-001
3.870000000000000e+002	9.381008e-002
3.880000000000000e+002	-2.142911e-001
3.890000000000000e+002	-3.548241e-002
3.900000000000000e+002	-1.237438e-001
3.910000000000000e+002	-2.503729e-001
3.920000000000000e+002	5.700207e-002
3.930000000000000e+002	3.024008e-001
3.940000000000000e+002	-6.040287e-002
3.950000000000000e+002	-1.454875e-001
3.960000000000000e+002	7.154131e-002
3.970000000000000e+002	-5.097427e-001
3.980000000000000e+002	-9.009838e-004
3.990000000000000e+002	-3.997660e-001
4.000000000000000e+002	1.885979e-001
4.010000000000000e+002	-4.106677e-001
4.020000000000000e+002	-6.078863e-002
4.030000000000000e+002	4.457581e-001
4.040000000000000e+002	-8.911777e-002
4.050000000000000e+002	3.590822e-003
4.060000000000000e+002	6.118989e-002
4.070000000000000e+002	5.227971e-002
4.080000000000000e+002	-2.276192e-001
4.090000000000000e+002	-9.812427e-002
4.100000000000000e+002	-3.962679e-001
4.110000000000000e+002	-3.174143e-001
4.120000000000000e+002	-4.378319e-003
4.130000000000000e+002	-1.561170e-001
4.140000000000000e+002	2.871108e-002
4.150000000000000e+002	-7.796764e-003
4.160000000000000e+002	-3.163879e-001
4.170000000000000e+002	-2.454274e-001
4.180000000000000e+002	-3.884697e-002
4.190000000000000e+002	-2.046373e-001
4.200000000000000e+002	1.876059e-001
4.210000000000000e+002	-1.942325e-002
4.220000000000000e+002	-1.679280e-001
4.230000000000000e+002	6.838155e-002
4.240000000000000e+002	2.472353e-002
4.250000000000000e+002	3.797810e-001
4.260000000000000e+002	-1.004019e-001
4.270000000000000e+002	-1.178329e-001
4.280000000000000e+002	3.545296e-001
4.290000000000000e+002	-3.051085e-001
4.300000000000000e+002	-6.975007e-002
4.310000000000000e+002	-3.706412e-001
4.320000000000000e+002	-5.102134e-002
4.330000000000000e+002	3.223598e-001
4.340000000000000e+002	1.282454e-002
4.350000000000000e+002	-3.928471e-002
4.360000000000000e+002	2.715268e-001
4.370000000000000e+002	-3.077173e-002
4.380000000000000e+002	2.025516e-001
4.390000000000000e+002	2.294991e-001
4.400000000000000e+002	4.092562e-001
4.410000000000000e+002	-1.067011e-001
4.420000000000000e+002	-4.695899e-001
4.430000000000000e+002	-4.564209e-001
4.440000000000000e+002	-1.866975e-001
4.450000000000000e+002	-4.297535e-001
4.460000000000000e+002	1.815243e-001
4.470000000000000e+002	3.040581e-001
4.480000000000000e+002	1.127534e-001
4.490000000000000e+002	-2.852821e-002
4.500000000000000e+002	6.602263e-002
4.510000000000000e+002	8.445573e-002
4.520000000000000e+002	1.632011e-001
4.530000000000000e+002	-4.053569e-002
4.540000000000000e+002	-1.914120e-001
4.550000000000000e+002	5.679951e-001
4.560000000000000e+002	-4.225671e-001
4.570000000000000e+002	-3.349400e-002
4.580000000000000e+002	3.694854e-001
4.590000000000000e+002	1.513147e-001
4.600000000000000e+002	2.237570e-001
4.610000000000000e+002	-5.418358e-001
4.620000000000000e+002	-9.813690e-002
4.630000000000000e+002	2.967238e-001
4.640000000000000e+002	2.120547e-001
4.650000000000000e+002	1.726737e-001
4.660000000000000e+002	-2.973554e-001
4.670000000000000e+002	1.910715e-001
4.680000000000000e+002	-1.690826e-001
4.690000000000000e+002	4.643638e-001
4.700000000000000e+002	4.920664e-001
4.710000000000000e+002	2.210171e-001
4.720000000000000e+002	-1.948993e-001
4.730000000000000e+002	3.466868e-002
4.740000000000000e+002	9.279823e-002
4.750000000000000e+002	-2.122731e-001
4.760000000000000e+002	2.400999e-001
4.770000000000000e+002	-1.321287e-001
4.780000000000000e+002	6.519198e-002
4.790000000000000e+002	-3.655822e-001
4.800000000000000e+002	-1.991198e-001
4.810000000000000e+002	-7.952142e-002
4.820000000000000e+002	3.346057e-001
4.830000000000000e+002	-1.259449e-001
4.840000000000000e+002	3.242540e-001
4.850000000000000e+002	-3.638673e-001
4.860000000000000e+002	4.348266e-001
4.870000000000000e+002	1.224458e-001
4.880000000000000e+002	-1.821482e-001
4.890000000000000e+002	1.765838e-001
4.900000000000000e+002	-2.755911e-001
4.910000000000000e+002	-6.847000e-002
4.920000000000000e+002	-7.548499e-002
4.930000000000000e+002	-8.660007e-002
4.940000000000000e+002	-2.517822e-001
4.950000000000000e+002	1.055794e-001
4.960000000000000e+002	-1.350844e-001
4.970000000000000e+002	-2.377567e-001
4.980000000000000e+002	1.882243e-001
4.990000000000000e+002	3.124118e-002
5.000000000000000e+002	-2.115834e-001
5.010000000000000e+002	-6.472251e-001
5.020000000000000e+002	1.920249e-001
5.030000000000000e+002	-1.454165e-001
5.040000000000000e+002	4.896419e-001
5.050000000000000e+002	-4.577966e-001
5.060000000000000e+002	-3.477323e-001
5.070000000000000e+002	1.188297e-001
5.080000000000000e+002	1.879976e-001
5.090000000000000e+002	3.703642e-002
5.100000000000000e+002	-1.324272e-001
5.110000000000000e+002	-1.432562e-002
5.120000000000000e+002	-4.986231e-001
5.130000000000000e+002	-2.350411e-001
5.140000000000000e+002	1.384716e-001
5.150000000000000e+002	2.290721e-001
5.160000000000000e+002	2.985477e-002
5.170000000000000e+002	1.733515e-001
5.180000000000000e+002	1.835716e-001
5.190000000000000e+002	-1.490793e-001
5.200000000000000e+002	5.308747e-002
5.210000000000000e+002	3.800113e-001
5.220000000000000e+002	4.497590e-001
5.230000000000000e+002	-7.752800e-002
5.240000000000000e+002	9.924698e-002
5.250000000000000e+002	3.204134e-001
5.260000000000000e+002	6.694531e-002
5.270000000000000e+002	-2.815619e-001
5.280000000000000e+002	5.806375e-002
5.290000000000000e+002	-1.326516e-001
5.300000000000000e+002	-1.861885e-001
5.310000000000000e+002	1.058044e-001
5.320000000000000e+002	2.259133e-001
5.330000000000000e+002	1.828272e-001
5.340000000000000e+002	5.382061e-003
5.350000000000000e+002	1.928062e-001
5.360000000000000e+002	3.941312e-001
5.370000000000000e+002	1.350617e-002
5.380000000000000e+002	-1.760690e-001
5.390000000000000e+002	-1.448247e-001
5.400000000000000e+002	-2.196755e-001
5.410000000000000e+002	3.023982e-001
5.420000000000000e+002	-1.032856e-001
5.430000000000000e+002	-2.192824e-001
5.440000000000000e+002	-2.025762e-001
5.450000000000000e+002	-2.571468e-001
5.460000000000000e+002	1.664906e-001
5.470000000000000e+002	5.401287e-001
5.480000000000000e+002	4.091854e-001
5.490000000000000e+002	-5.067492e-002
5.500000000000000e+002	-3.360057e-001
5.510000000000000e+002	8.982182e-003
5.520000000000000e+002	1.112585e-001
5.530000000000000e+002	-1.597159e-001
5.540000000000000e+002	5.410404e-001
5.550000000000000e+002	-9.398866e-002
5.560000000000000e+002	1.215353e-001
5.570000000000000e+002	6.944919e-002
5.580000000000000e+002	7.032907e-001
5.590000000000000e+002	-2.349072e-001
5.600000000000000e+002	8.435416e-002
5.610000000000000e+002	-2.009549e-001
5.620000000000000e+002	-1.918890e-001
5.630000000000000e+002	2.431934e-001
5.640000000000000e+002	1.292374e-001
5.650000000000000e+002	-7.831025e-002
5.660000000000000e+002	1.426802e-001
5.670000000000000e+002	1.892319e-001
5.680000000000000e+002	1.887963e-001
5.690000000000000e+002	-1.223087e-001
5.700000000000000e+002	-9.447956e-002
5.710000000000000e+002	1.225593e-001
5.720000000000000e+002	2.413251e-001
5.730000000000000e+002	5.019641e-002
5.740000000000000e+002	-1.581457e-001
5.750000000000000e+002	1.261432e-001
5.760000000000000e+002	4.864168e-002
5.770000000000000e+002	7.580352e-002
5.780000000000000e+002	1.587961e-001
5.790000000000000e+002	8.415866e-002
5.800000000000000e+002	3.122211e-001
5.810000000000000e+002	1.188753e-001
5.820000000000000e+002	-3.608921e-001
5.830000000000000e+002	-1.272552e-001
5.840000000000000e+002	-2.645497e-001
5.850000000000000e+002	1.908591e-001
5.860000000000000e+002	-2.293055e-001
5.870000000000000e+002	-3.389425e-001
5.880000000000000e+002	1.549420e-001
5.890000000000000e+002	-1.784437e-001
5.900000000000000e+002	1.261330e-002
5.910000000000000e+002	3.795123e-002
5.920000000000000e+002	2.095373e-001
5.930000000000000e+002	1.732726e-001
5.940000000000000e+002	7.687659e-001
5.950000000000000e+002	1.717238e-001
5.960000000000000e+002	1.120462e-001
5.970000000000000e+002	-3.386841e-001
5.980000000000000e+002	-3.815651e-003
5.990000000000000e+002	-4.458303e-001
6.000000000000000e+002	1.169434e-001
6.010000000000000e+002	-1.306942e-001
6.020000000000000e+002	1.248329e-001
6.030000000000000e+002	-1.753407e-001
6.040000000000000e+002	-5.557704e-002
6.050000000000000e+002	-1.081970e-001
6.060000000000000e+002	-5.297542e-002
6.070000000000000e+002	-4.992843e-001
6.080000000000000e+002	4.934149e-001
6.090000000000000e+002	1.091745e-001
6.100000000000000e+002	-1.508324e-001
6.110000000000000e+002	1.922679e-002
6.120000000000000e+002	-5.118332e-001
6.130000000000000e+002	-4.553161e-001
6.140000000000000e+002	-1.507642e-001
6.150000000000000e+002	1.255665e-001
6.160000000000000e+002	-3.861151e-001
6.170000000000000e+002	2.810721e-001
6.180000000000000e+002	1.289358e-001
6.190000000000000e+002	-2.012696e-001
6.200000000000000e+002	2.837276e-002
6.210000000000000e+002	-2.555718e-001
6.220000000000000e+002	6.175327e-002
6.230000000000000e+002	-1.202843e-001
6.240000000000000e+002	1.371913e-001
6.250000000000000e+002	-1.124732e-001
6.260000000000000e+002	1.998038e-001
6.270000000000000e+002	1.445401e-001
6.280000000000000e+002	4.141307e-001
6.290000000000000e+002	1.740842e-001
6.300000000000000e+002	1.472661e-001
6.310000000000000e+002	3.200972e-001
6.320000000000000e+002	-3.146052e-002
6.330000000000000e+002	1.440749e-001
6.340000000000000e+002	-1.801035e-001
6.350000000000000e+002	8.851385e-002
6.360000000000000e+002	2.380371e-003
6.370000000000000e+002	-4.301491e-001
6.380000000000000e+002	-1.756430e-003
6.390000000000000e+002	-1.418266e-001
6.400000000000000e+002	4.631996e-003
6.410000000000000e+002	-4.249818e-001
6.420000000000000e+002	-4.614346e-001
6.430000000000000e+002	-3.756452e-001
6.440000000000000e+002	-3.624544e-001
6.450000000000000e+002	-1.854978e-001
6.460000000000000e+002	4.511118e-002
6.470000000000000e+002	1.360703e-001
6.480000000000000e+002	-8.098507e-002
6.490000000000000e+002	-5.554714e-001
6.500000000000000e+002	5.476277e-001
6.510000000000000e+002	-2.439458e-001
6.520000000000000e+002	4.314516e-001
6.530000000000000e+002	-2.681549e-001
6.540000000000000e+002	2.029612e-001
6.550000000000000e+002	-7.138705e-002
6.560000000000000e+002	1.511540e-001
6.570000000000000e+002	8.932543e-002
6.580000000000000e+002	-2.295520e-001
6.590000000000000e+002	-6.315732e-002
6.600000000000000e+002	-8.047414e-002
6.610000000000000e+002	-1.568074e-001
6.620000000000000e+002	-1.565003e-002
6.630000000000000e+002	-4.045208e-001
6.640000000000000e+002	3.683012e-001
6.650000000000000e+002	3.909397e-002
6.660000000000000e+002	1.083233e-001
6.670000000000000e+002	2.110844e-001
6.680000000000000e+002	3.052566e-001
6.690000000000000e+002	-1.470432e-001
6.700000000000000e+002	2.178640e-001
6.710000000000000e+002	1.504185e-001
6.720000000000000e+002	1.510637e-001
6.730000000000000e+002	1.162617e-001
6.740000000000000e+002	4.106629e-001
6.750000000000000e+002	-3.556888e-001
6.760000000000000e+002	-4.867172e-002
6.770000000000000e+002	-2.052572e-001
6.780000000000000e+002	2.806425e-003
6.790000000000000e+002	-3.663580e-001
6.800000000000000e+002	4.538393e-002
6.810000000000000e+002	1.509278e-001
6.820000000000000e+002	-1.286979e-001
6.830000000000000e+002	1.097577e-001
6.840000000000000e+002	-3.264856e-001
6.850000000000000e+002	3.775105e-001
6.860000000000000e+002	1.464510e-001
6.870000000000000e+002	-4.161937e-001
6.880000000000000e+002	3.780723e-002
6.890000000000000e+002	-3.690679e-001
6.900000000000000e+002	7.400322e-002
6.910000000000000e+002	1.907551e-001
6.920000000000000e+002	2.205608e-001
6.930000000000000e+002	-1.932020e-001
6.940000000000000e+002	1.703110e-001
6.950000000000000e+002	2.686648e-001
6.960000000000000e+002	2.433412e-001
6.970000000000000e+002	-1.899016e-001
6.980000000000000e+002	-1.434519e-001
6.990000000000000e+002	3.869748e-001
7.000000000000000e+002	5.323887e-004
7.010000000000000e+002	4.267771e-001
7.020000000000000e+002	-3.599238e-002
7.030000000000000e+002	1.162677e-001
7.040000000000000e+002	7.255628e-001
7.050000000000000e+002	5.461559e-001
7.060000000000000e+002	-2.050512e-001
7.070000000000000e+002	2.396574e-001
7.080000000000000e+002	2.779279e-001
7.090000000000000e+002	-2.444475e-001
7.100000000000000e+002	-2.955437e-002
7.110000000000000e+002	-2.234242e-001
7.120000000000000e+002	1.487899e-001
7.130000000000000e+002	-7.058859e-002
7.140000000000000e+002	1.277001e-001
